project_name,start_date,end_date,dslbd_proposed_budget,dslbd_approved_budget,non-dslbd_budget,total_proposed_project_costs,total_amount_submitted_by_grantee,total_cbe_expense_amount,approved_expenses,remaining_dslbd_funds_ytd,add_expense,year,proposal_number,org_code
Storefront Improvement,2014-10-01 00:00:00,2015-09-30 00:00:00,55000.0,55000.0,0,55000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=317&z=bh7u,2015,18,CHMS
MS Conference Registration/National Trust,2015-01-01 00:00:00,2015-04-02 00:00:00,750.0,750.0,0,750.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=320&z=bh7u,2015,18,CHMS
Audit,2014-10-01 00:00:00,2015-09-30 00:00:00,5750.0,5750.0,0,5750.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=318&z=bh7u,2015,18,CHMS
Year End Fundraising Campaign,2014-12-01 00:00:00,2014-12-31 00:00:00,0.0,0.0,500,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=325&z=bh8p,2015,25,HDCMS
Art All Night,2015-09-26 00:00:00,2015-09-26 00:00:00,8000.0,8000.0,50000,58000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=339&z=bh8p,2015,25,HDCMS
Pet Costume Contest,2014-10-31 00:00:00,2014-10-31 00:00:00,1000.0,0.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=329&z=bh8p,2015,25,HDCMS
Photos with Santa Claus,2014-12-03 00:00:00,2015-01-06 00:00:00,1000.0,0.0,1000,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=330&z=bh8p,2015,25,HDCMS
Annual Meeting Spring Fling,2015-02-02 00:00:00,2015-03-31 00:00:00,0.0,0.0,10000,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=331&z=bh8p,2015,25,HDCMS
Garden Party,2015-05-01 00:00:00,2015-05-31 00:00:00,0.0,0.0,5000,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=332&z=bh8p,2015,25,HDCMS
Quarterly Newsletter,2014-10-01 00:00:00,2015-09-30 00:00:00,16000.0,16000.0,0,16000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=326&z=bh8p,2015,25,HDCMS
Website update,2015-01-01 00:00:00,2015-02-28 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=327&z=bh8p,2015,25,HDCMS
ED Salary,2014-10-01 00:00:00,2015-09-30 00:00:00,37500.0,37500.0,70000,107500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=324&z=bh8p,2015,25,HDCMS
Audit,2015-01-01 00:00:00,2015-02-28 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=337&z=bh8p,2015,25,HDCMS
First Friday Brochure and Website,2014-12-03 00:00:00,2015-01-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=335&z=bh8p,2015,25,HDCMS
17th Street Festival,2015-09-12 00:00:00,2015-09-12 00:00:00,30200.0,30200.0,15000,45200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=334&z=bh8p,2015,25,HDCMS
Annual Report,2015-03-01 00:00:00,2015-04-30 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=336&z=bh8p,2015,25,HDCMS
Taste of Dupont`,2015-04-01 00:00:00,2015-04-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=333&z=bh8p,2015,25,HDCMS
Print Adverting,2014-12-01 00:00:00,2015-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=338&z=bh8p,2015,25,HDCMS
Sign-Awning Grant,2014-12-03 00:00:00,2015-09-01 00:00:00,7000.0,7000.0,2000,9000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=328&z=bh8p,2015,25,HDCMS
Banner Installation,2014-10-01 00:00:00,2014-12-31 00:00:00,2400.0,2400.0,12000,14400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=390&z=bh8p,2015,25,HDCMS
NMSC conference,2014-10-01 00:00:00,2015-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=393&z=bh8p,2015,25,HDCMS
2012 Blossom Bake & Brew,2012-01-01 00:00:00,2012-06-30 00:00:00,6500.0,6500.0,0,6500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=120&z=bh9b,2013,,HSMS
2012 H Street Festival,2012-06-01 00:00:00,2012-10-01 00:00:00,15000.0,15000.0,70000,85000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=121&z=bh9b,2013,,HSMS
2012 Retail Summit,2012-07-01 00:00:00,2012-12-31 00:00:00,16000.0,16000.0,0,16000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=118&z=bh9b,2013,,HSMS
2012 & 2013 Operate Effective Main Streets Program,2011-10-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,60000,120000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=16&z=bh9b,2013,,HSMS
2012 WMATA promotion,2012-10-01 00:00:00,2012-12-31 00:00:00,1000.0,0.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=116&z=bh9b,2013,,HSMS
2012 Storefront Improvement Program,2011-10-01 00:00:00,2012-09-30 00:00:00,32585.0,32585.0,0,32585.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=123&z=bh9b,2013,,HSMS
2012 Business Inventory & Tracking,2011-10-01 00:00:00,2012-09-30 00:00:00,1690.0,1690.0,0,1690.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=124&z=bh9b,2013,,HSMS
2013 H Street festival,2013-06-01 00:00:00,2013-09-30 00:00:00,15000.0,15000.0,70000,85000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=122&z=bh9b,2013,,HSMS
2012 and 2013 newspaper ads,2011-10-01 00:00:00,2013-09-30 00:00:00,20025.0,20025.0,0,20025.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=117&z=bh9b,2013,,HSMS
2012 & 2013 Maintain program website ,2011-10-01 00:00:00,2012-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=125&z=bh9b,2013,,HSMS
2012 & 2013 TA/marketing,2011-10-01 00:00:00,2013-09-30 00:00:00,30150.0,30150.0,0,30150.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=119&z=bh9b,2013,,HSMS
Ward 7 Business Social Network (W7BIZ.com),2012-10-01 00:00:00,2012-12-31 00:00:00,3000.0,3000.0,25000,28000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=25&z=biac,2013,8,DHMS
Annual Event - TBD,2013-07-01 00:00:00,2013-09-30 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=28&z=biac,2013,8,DHMS
Fund Raising,2012-10-01 00:00:00,2013-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=35&z=biac,2013,8,DHMS
DHMS Small Business Week,2013-09-02 00:00:00,2013-09-30 00:00:00,2145.0,2145.0,0,2145.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=33&z=biac,2013,8,DHMS
2013 I Am DC Bus Poster Campaign,2012-12-03 00:00:00,2013-01-31 00:00:00,800.0,800.0,0,800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=29&z=biac,2013,8,DHMS
 Annual  Report,2012-12-03 00:00:00,2013-01-31 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=34&z=biac,2013,8,DHMS
Ward 7 Business Directory,2012-10-01 00:00:00,2013-12-31 00:00:00,2500.0,2500.0,6450,8950.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=24&z=biac,2013,8,DHMS
Create pitch package,2012-10-01 00:00:00,2013-09-30 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=30&z=biac,2013,8,DHMS
ED salary,2012-10-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,30000,90000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=139&z=biac,2013,8,DHMS
Street Banners,2013-05-01 00:00:00,2013-07-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=22&z=biac,2013,8,DHMS
DHMS building sign,2013-01-31 00:00:00,2013-05-31 00:00:00,2500.0,2500.0,2500,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=21&z=biac,2013,8,DHMS
DHMS Newsletter,2012-10-01 00:00:00,2013-09-30 00:00:00,1875.0,1875.0,0,1875.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=31&z=biac,2013,8,DHMS
Storefront Improvement Plan 2012,2012-03-04 00:00:00,2012-11-30 00:00:00,40000.0,40000.0,0,40000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=3&z=biac,2013,8,DHMS
Promotional local Newspaper Ads,2012-11-01 00:00:00,2013-06-28 00:00:00,6442.0,6442.0,0,6442.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=27&z=biac,2013,8,DHMS
Storefront Improvement Program 2013,2013-03-04 00:00:00,2013-06-28 00:00:00,50000.0,50000.0,0,50000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=20&z=biac,2013,8,DHMS
Marketing Consultations,2012-11-01 00:00:00,2013-01-31 00:00:00,7200.0,7200.0,0,7200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=26&z=biac,2013,8,DHMS
Webpages for DHMS merchants,2012-10-01 00:00:00,2012-12-31 00:00:00,5575.0,5575.0,0,5575.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=32&z=biac,2013,8,DHMS
Business Needs Assessments,2013-02-04 00:00:00,2013-04-30 00:00:00,5580.0,5580.0,0,5580.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=23&z=biac,2013,8,DHMS
Annual Report,2017-05-01 00:00:00,2017-08-31 00:00:00,500.0,500.0,2000,2500.0,249.57,0.0,249.57,250.43,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=685&z=bibn,2017,45,HDCMS
FY16 Audit,2017-05-03 00:00:00,2017-06-30 00:00:00,5000.0,5000.0,0,5000.0,4500.0,0.0,4500.0,500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=686&z=bibn,2017,45,HDCMS
Quarterly newsletter,2016-10-01 00:00:00,2017-09-15 00:00:00,16000.0,16000.0,20000,36000.0,16000.0,0.0,16000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=687&z=bibn,2017,45,HDCMS
National MS Conference,2017-04-01 00:00:00,2017-05-31 00:00:00,800.0,800.0,0,800.0,1049.8,0.0,1049.8,-249.8,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=688&z=bibn,2017,45,HDCMS
Website redesign/refresh,2017-01-02 00:00:00,2017-05-31 00:00:00,3000.0,3000.0,0,3000.0,3000.0,0.0,3000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=689&z=bibn,2017,45,HDCMS
Print advertising,2016-10-01 00:00:00,2017-09-15 00:00:00,6000.0,6000.0,0,6000.0,8940.25,0.0,8940.25,-2940.25,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=690&z=bibn,2017,45,HDCMS
Dupont Tree Lighting,2016-12-01 00:00:00,2016-12-01 00:00:00,1000.0,1000.0,1500,2500.0,300.0,0.0,300.0,700.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=691&z=bibn,2017,45,HDCMS
Art Gallery Brochure,2017-01-02 00:00:00,2017-03-31 00:00:00,6000.0,6000.0,0,6000.0,6200.0,0.0,6200.0,-200.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=696&z=bibn,2017,45,HDCMS
Spring Business Expo,2017-03-01 00:00:00,2017-03-31 00:00:00,2700.0,2700.0,12000,14700.0,2324.0,0.0,2324.0,376.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=692&z=bibn,2017,45,HDCMS
Taste of Dupont,2017-04-01 00:00:00,2017-04-30 00:00:00,5000.0,5000.0,25000,30000.0,5629.0,0.0,5629.0,-629.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=693&z=bibn,2017,45,HDCMS
17th Street Festival,2017-08-26 00:00:00,2017-08-26 00:00:00,32000.0,32000.0,30000,62000.0,33264.38,0.0,33264.38,-1264.38,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=694&z=bibn,2017,45,HDCMS
Staff Salary,2016-10-01 00:00:00,2017-09-30 00:00:00,38700.0,38700.0,67500,106200.0,95500.0,0.0,38700.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=703&z=bibn,2017,45,HDCMS
Flowerbox guidelines,,,500.0,0.0,2000,2500.0,249.0,0.0,249.0,-249.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=810&z=bibn,2017,45,HDCMS
Art All Night,2017-09-23 00:00:00,2017-09-23 00:00:00,23100.0,23100.0,16000,39100.0,40760.0,0.0,34760.0,-11660.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=695&z=bibn,2017,45,HDCMS
Sign awning grant,,,3000.0,3000.0,0,3000.0,3000.0,0.0,3000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=911&z=bibn,2017,45,HDCMS
W7BP Small Business Storefront Improvements,2016-03-01 00:00:00,2016-04-30 00:00:00,30000.0,30000.0,0,30000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=455&z=bh9h,2016,31,DHMS
Continuation of Banner Installation,2016-03-01 00:00:00,2016-08-01 00:00:00,1705.0,1705.0,0,1705.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=456&z=bh9h,2016,31,DHMS
Ward 7 Small Business Intake,2016-02-01 00:00:00,2016-08-12 00:00:00,5000.0,5000.0,45000,50000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=457&z=bh9h,2016,31,DHMS
Annual Event - Festial,2016-01-20 00:00:00,2016-09-24 00:00:00,25000.0,25000.0,10000,35000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=459&z=bh9h,2016,31,DHMS
Volunteer Recruitment,2016-01-20 00:00:00,2016-09-30 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=462&z=bh9h,2016,31,DHMS
Audit,2016-04-04 00:00:00,2016-04-15 00:00:00,6500.0,6500.0,6500,13000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=458&z=bh9h,2016,31,DHMS
ED Professional Development,2015-10-01 00:00:00,2016-09-30 00:00:00,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=473&z=bh9h,2016,31,DHMS
Board development,2016-01-20 00:00:00,2016-09-30 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=460&z=bh9h,2016,31,DHMS
ED salary,2015-10-01 00:00:00,2016-09-30 00:00:00,37500.0,37500.0,35000,72500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=474&z=bh9h,2016,31,DHMS
W7BP Website,2016-01-20 00:00:00,2016-09-30 00:00:00,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=461&z=bh9h,2016,31,DHMS
"Seasonal ads, newsletter, project printing & graphics",2016-01-20 00:00:00,2016-09-30 00:00:00,8100.0,8100.0,0,8100.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=463&z=bh9h,2016,31,DHMS
Board Training,2016-01-31 00:00:00,2016-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=573&z=bh9u,2016,33,VNMS
National Main Street Conference,2016-05-23 00:00:00,2016-05-27 00:00:00,3000.0,3000.0,330,3330.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=572&z=bh9u,2016,33,VNMS
Fundraising Board Training and planning,2016-06-01 00:00:00,2016-09-30 00:00:00,11500.0,11500.0,0,11500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=570&z=bh9u,2016,33,VNMS
Jazz@VN,2016-04-30 00:00:00,2016-09-30 00:00:00,3250.0,3250.0,0,3250.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=550&z=bh9u,2016,33,VNMS
NW Arts Conference,2016-03-25 00:00:00,2016-05-01 00:00:00,200.0,200.0,300,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=552&z=bh9u,2016,33,VNMS
Van Ness Farmers Market,2016-04-30 00:00:00,2016-10-31 00:00:00,4950.0,0.0,0,4950.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=553&z=bh9u,2016,33,VNMS
Open House: New Buildings in Van Ness Tour,2016-05-02 00:00:00,2016-07-29 00:00:00,2100.0,2100.0,500,2600.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=554&z=bh9u,2016,33,VNMS
Art All Night,2016-03-31 00:00:00,2016-09-30 00:00:00,15000.0,15000.0,0,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=551&z=bh9u,2016,33,VNMS
Grants andTechnical Design Assistance to Local Businesses ,2016-05-01 00:00:00,2016-09-30 00:00:00,30000.0,30000.0,6500,36500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=555&z=bh9u,2016,33,VNMS
Administration,2016-01-11 00:00:00,2016-09-30 00:00:00,80000.0,80000.0,13750,93750.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=569&z=bh9u,2016,33,VNMS
Restaurnt Technical Assistance,2016-05-01 00:00:00,2016-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=568&z=bh9u,2016,33,VNMS
Business to Business Breakfasts ,2016-06-01 00:00:00,2016-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=567&z=bh9u,2016,33,VNMS
SIP ,2016-05-01 00:00:00,2016-09-30 00:00:00,15000.0,15000.0,0,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=566&z=bh9u,2016,33,VNMS
Real Estate Survey,2016-03-15 00:00:00,2016-06-30 00:00:00,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=556&z=bh9u,2016,33,VNMS
Strategic/Implementation Plan,2016-03-31 00:00:00,2016-09-30 00:00:00,5500.0,5500.0,0,5500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=571&z=bh9u,2016,33,VNMS
Retail Study/Survey ,2016-03-15 00:00:00,2016-06-30 00:00:00,7500.0,7500.0,0,7500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=565&z=bh9u,2016,33,VNMS
Board Development,,,1500.0,0.0,500,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=884&z=bihm,2018,73,FORIA
ED Salary,,,51000.0,51000.0,38900,89900.0,17806.48,0.0,17806.48,33193.52,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=877&z=bihm,2018,73,FORIA
Audit,,,7000.0,7000.0,0,7000.0,6000.0,0.0,6000.0,1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=881&z=bihm,2018,73,FORIA
NMS Membership,,,350.0,0.0,0,350.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=883&z=bihm,2018,73,FORIA
NMS Conference,,,3000.0,3000.0,3500,6500.0,405.0,0.0,405.0,2595.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=882&z=bihm,2018,73,FORIA
Storefront Improvement,,,24000.0,24000.0,192325,216325.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=900&z=bihm,2018,73,FORIA
Vacant Property Scrim,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=902&z=bihm,2018,73,FORIA
Advertising,,,6500.0,6500.0,1000,7500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=899&z=bihm,2018,73,FORIA
Small Business Saturday,,,200.0,200.0,0,200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=897&z=bihm,2018,73,FORIA
Porch Fest,,,2000.0,2000.0,2000,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=898&z=bihm,2018,73,FORIA
Corridor Promotions,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=895&z=bihm,2018,73,FORIA
Holiday Market,,,5000.0,5000.0,7500,12500.0,5000.0,0.0,5000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=896&z=bihm,2018,73,FORIA
Fall Fest Week,,,4000.0,4000.0,8000,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=886&z=bihm,2018,73,FORIA
Annual Meeting,,,1000.0,1000.0,1500,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=885&z=bihm,2018,73,FORIA
Group TA,,,9000.0,9000.0,3760,12760.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=880&z=bihm,2018,73,FORIA
Individual TA,,,14050.0,14050.0,25550,39600.0,4000.0,0.0,4000.0,10050.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=879&z=bihm,2018,73,FORIA
RIA Radio,,,13800.0,13800.0,15000,28800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=878&z=bihm,2018,73,FORIA
Holiday Decorations,,,1367.33,1367.33,0,1367.33,1367.33,0.0,1367.33,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=901&z=bihm,2018,73,FORIA
Mobile App,,,3700.0,3700.0,500,4200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1085&z=bihm,2018,73,FORIA
Executive Director Salary,,,51100.0,51100.0,20900,72000.0,17500.02,0.0,17500.02,33599.98,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1008&z=bies,2018,64,SMS
Business Buzz Breakfasts,,,1000.0,1000.0,2000,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1011&z=bies,2018,64,SMS
Great Streets Grant Application Technical Assistance,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1010&z=bies,2018,64,SMS
Social Media and Web Marketing Technical Assistance,,,4500.0,4500.0,0,4500.0,3750.0,0.0,3750.0,750.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1009&z=bies,2018,64,SMS
Business Owner Meet & Greets,,,1000.0,1000.0,2000,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1012&z=bies,2018,64,SMS
Storefront and Interior Improvements,,,15000.0,15000.0,0,15000.0,7500.0,0.0,7500.0,7500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1013&z=bies,2018,64,SMS
Keep Shaw Beautiful Day,,,500.0,500.0,500,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1014&z=bies,2018,64,SMS
"""A Taste of Shaw"" Annual Gala",,,500.0,500.0,33500,34000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1015&z=bies,2018,64,SMS
Annual Meeting,,,1200.0,1200.0,5050,6250.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1016&z=bies,2018,64,SMS
